Elastic_Modulus (GPa),Load (kN),Length_of_Beam (m),X-sectional Width b (mm),X-sectional Height h (mm),Max Deflection (mm)
182,5,6,67,82,40.158363
128,4,9,59,99,99.48554
101,1,8,54,98,24.935415
103,5,11,60,83,470.83127
178,5,11,52,94,216.41191
192,1,7,65,103,6.2879324
125,4,9,35,91,221.11862
191,1,5,61,104,2.3844423
123,4,5,52,81,36.77448
156,2,7,57,110,14.490608
124,4,10,43,97,205.49187
114,3,6,52,80,53.37487
135,5,11,51,110,181.55411
125,1,15,52,99,133.78113
113,2,15,52,80,560.9085
129,5,11,63,95,238.77399
178,5,6,42,90,49.54125
172,1,12,38,108,52.468716
176,5,12,69,87,270.106
166,5,10,62,80,237.21397
103,1,9,64,103,25.301054
124,2,8,56,98,39.16986
167,2,11,64,110,46.781437
152,1,8,59,92,18.329512
110,1,10,34,86,105.09283
132,3,14,42,87,563.7212
144,4,11,58,82,289.03207
174,5,6,57,93,33.84471
182,5,8,70,103,45.97258
111,3,14,49,109,292.17752
101,1,5,62,90,6.8455667
121,4,11,50,96,248.66174
100,2,12,40,90,296.2963
200,2,6,60,86,14.149698
172,4,6,32,90,53.832905
146,2,11,30,110,114.15525
105,1,15,35,107,187.41533
143,4,7,60,80,78.07947
163,4,15,48,97,472.6392
109,5,8,32,105,158.5023
130,2,14,34,103,284.06656
125,1,13,62,108,56.25966
174,1,14,39,97,110.76309
177,1,6,59,97,5.6656966
188,2,5,37,98,9.546456
105,3,8,62,109,45.54815
103,1,9,45,101,38.163982
106,5,15,55,101,702.346
180,1,8,56,96,14.352771
128,3,14,68,92,303.64282
134,3,7,33,99,59.95578
165,1,8,55,102,13.291158
113,4,6,51,91,49.73716
189,2,15,48,82,337.36432
114,1,6,57,106,6.9774456
157,1,11,46,102,43.417027
104,3,6,44,107,28.898657
129,1,14,55,81,181.93517
128,5,6,56,86,59.220272
120,5,12,43,83,732.09894
111,3,15,60,93,472.51102
177,3,6,32,106,24.014532
109,4,13,52,84,653.9768
108,3,9,37,110,102.79814
196,4,13,32,98,372.1738
113,4,5,31,106,29.960722
156,3,10,41,93,145.78203
107,5,10,38,110,230.97478
110,1,8,70,90,22.802984
127,3,6,36,97,38.823402
197,2,5,56,96,6.403421
110,4,15,37,110,623.01904
175,2,8,31,94,56.81417
125,3,5,41,86,28.75955
117,2,6,69,102,12.606319
174,2,12,67,104,65.885475
177,1,6,32,97,10.446128
162,5,14,32,99,681.90454
168,1,7,56,105,7.8735194
170,3,14,61,106,166.62839
190,5,10,47,101,135.86087
140,2,12,58,106,89.3388
105,2,15,30,96,605.5075
199,2,15,68,103,114.12219
186,4,13,56,87,320.31064
119,4,11,57,96,221.7903
111,3,9,61,110,60.66776
166,1,14,60,107,56.22293
132,2,10,47,99,83.060135
175,1,14,68,99,59.41164
122,2,11,58,95,109.69565
174,3,12,35,91,282.39926
145,1,13,50,110,56.918575
129,2,6,33,104,22.55382
185,5,9,64,87,116.87674
129,1,14,42,96,143.11047
172,1,6,58,94,6.517091
138,4,10,49,89,209.77554
130,5,13,30,109,543.74585
112,2,6,55,109,13.538282
113,5,11,61,95,281.5198
113,4,8,60,94,90.91943
124,4,15,51,91,708.20294
104,5,11,62,86,405.66513
181,2,11,61,85,98.14832
176,4,10,61,97,102.056885
179,3,12,34,93,264.74283
144,3,14,35,100,408.33334
112,4,9,56,97,127.35215
125,2,8,67,82,55.43877
191,1,12,44,86,80.81693
192,2,10,66,102,37.18128
180,1,12,47,99,52.626904
125,5,14,64,96,484.60785
106,2,12,39,93,259.83307
127,3,14,49,101,320.98257
154,2,13,60,81,223.70364
181,5,9,36,108,111.01591
132,5,8,59,103,75.20425
193,3,6,66,96,14.374742
126,4,10,52,94,183.75644
167,2,6,51,89,17.987347
191,5,6,32,89,62.662884
120,2,10,41,85,165.481
151,1,5,38,110,4.0917716
151,2,11,37,82,216.03683
157,2,11,53,94,96.29172
191,4,6,68,93,20.675816
167,5,6,46,104,31.245642
104,2,5,39,103,14.101665
153,3,13,54,87,302.86453
196,2,6,41,85,21.88402
147,4,11,55,100,164.62584
138,4,10,36,88,295.37274
141,1,15,65,92,118.22731
176,5,15,56,93,532.1502
197,3,7,39,86,52.641613
116,1,8,50,107,18.014849
117,1,11,66,103,39.43452
158,5,12,40,109,263.9108
200,2,12,67,83,112.7651
117,2,9,70,81,83.74493
191,4,9,40,85,155.37364
173,5,5,33,95,31.921932
147,3,15,44,105,338.0626
200,2,7,49,100,17.5
158,5,6,47,86,57.1628
121,2,11,63,107,71.2641
177,2,10,57,108,39.341473
104,2,11,67,109,73.749725
167,3,11,56,103,97.683945
182,4,5,43,101,15.502653
176,3,5,47,100,11.333414
120,4,6,48,89,53.193832
167,4,6,32,103,36.989258
121,2,8,55,110,28.901066
191,4,14,41,90,480.6615
200,4,10,67,88,109.50834
125,5,14,43,100,638.1395
104,3,9,37,85,231.36464
118,2,8,31,86,110.02741
158,4,8,40,100,81.01266
112,1,13,49,94,120.49594
155,1,9,52,80,44.1634
140,4,12,56,89,312.64944
162,2,9,50,89,63.832592
110,5,14,66,108,375.0475
138,4,10,59,87,186.51387
115,5,5,54,95,29.34659
159,3,11,56,89,159.03188
193,3,6,44,94,22.967907
167,3,13,36,102,258.26874
179,1,6,39,86,12.161323
112,3,14,67,100,274.25372
200,2,8,64,84,33.743656
146,2,13,36,82,379.05582
200,1,5,33,100,4.7348485
199,2,9,68,99,27.76067
121,2,15,55,103,232.05132
105,4,7,67,88,71.54545
144,5,11,67,87,261.8744
136,4,11,40,108,194.22623
186,3,5,64,98,8.367585
128,5,11,46,106,237.24806
132,2,7,44,84,49.81953
148,5,6,36,84,85.49913
106,2,5,42,82,25.46146
180,5,7,52,98,48.668736
189,2,13,70,85,135.20209
169,4,5,55,85,21.897968
183,3,11,42,105,112.19437
193,3,15,62,100,211.53687
118,4,5,69,98,16.311754
179,5,6,56,88,39.525257
195,2,12,39,87,172.52687
179,3,15,53,102,251.42336
197,2,9,69,109,20.706312
180,4,12,68,101,137.0245
116,5,10,47,110,172.25668
109,5,8,51,108,91.39281
160,4,6,60,88,33.016766
146,4,12,47,83,440.41162
118,5,13,31,104,667.4156
183,1,10,43,86,49.948807
189,5,8,64,99,54.529636
170,4,15,41,85,788.4683
145,4,11,38,82,438.11176
130,3,10,45,84,216.3055
183,5,5,57,96,16.930912
117,5,15,30,96,1358.5104
132,5,9,33,82,379.40945
134,2,9,54,91,66.84591
192,5,14,59,110,227.49026
152,4,8,33,102,96.18601
118,1,11,43,102,61.796955
128,2,12,45,109,115.82753
188,1,8,62,109,8.479709
174,1,6,33,101,9.127807
186,1,6,52,107,4.5574946
197,5,10,65,97,106.95848
153,1,8,62,95,15.738236
191,5,5,54,90,20.780949
115,3,15,34,102,610.0392
192,1,10,59,85,35.93602
121,3,7,46,108,36.689426
158,1,13,47,91,98.15015
190,3,7,58,100,23.34392
131,5,5,41,86,45.737194
104,2,15,57,91,377.75604
117,4,10,67,83,223.10283
198,4,8,34,102,71.66801
197,5,5,52,97,16.712263
110,3,7,67,88,51.220036
120,4,12,46,109,241.72699
175,2,5,58,87,9.350959
149,1,15,36,83,275.1001
144,1,8,60,99,15.268298
156,4,11,33,105,223.34262
133,1,11,67,97,40.91442
144,2,15,55,92,273.62457
167,1,12,51,87,77.02636
119,5,9,31,85,402.22784
183,4,14,70,93,266.30914
196,4,11,55,101,119.838165
161,4,5,37,81,39.48457
142,3,10,41,89,182.73387
137,4,11,33,84,496.7132
164,2,11,50,102,76.4775
106,4,11,53,87,359.78128
181,1,6,59,89,7.1728725
140,1,9,45,96,32.697403
199,4,6,64,92,21.779968
156,3,6,65,88,23.443855
138,1,13,41,100,97.074936
135,3,9,33,107,100.18201
152,4,10,41,95,187.15512
134,4,15,36,85,1139.2255
169,3,7,51,102,28.125355
169,4,6,38,108,26.700058
131,2,5,36,86,20.835833
200,4,15,44,88,562.7857
106,4,9,51,92,173.17612
110,5,7,56,87,105.69774
171,1,9,31,94,41.392933
135,1,12,40,97,87.65462
151,1,5,60,93,4.28818
175,5,8,30,100,121.90476
116,5,6,43,85,88.14151
100,1,15,58,101,141.19577
200,5,5,54,95,16.874289
169,1,15,43,91,154.0758
183,2,10,56,106,40.965034
181,5,9,64,83,137.57664
136,5,15,59,101,510.30374
192,5,9,60,94,95.236084
162,5,14,70,99,311.72778
169,5,8,61,102,58.50095
100,5,15,63,106,562.24506
130,2,7,56,92,30.253056
133,1,10,54,100,34.809246
199,5,12,46,91,313.12567
171,3,9,67,90,65.462166
173,4,6,40,92,40.085213
169,2,7,35,100,28.99408
147,1,9,42,108,23.433094
116,4,11,54,95,247.83092
194,2,10,54,95,55.667755
136,4,13,40,93,502.09088
167,1,13,34,105,83.561615
175,3,9,68,106,38.576626
164,5,12,36,98,388.7131
137,1,10,55,81,62.431202
172,2,9,47,92,57.903893
171,3,12,40,80,370.06577
148,4,6,37,90,54.108162
132,3,15,46,106,350.0142
191,1,7,63,98,7.571501
169,3,14,41,100,297.01257
175,1,10,58,80,48.106525
163,1,9,65,81,32.367676
189,3,12,53,93,160.84903
130,4,11,64,109,123.53079
131,1,9,30,86,72.908745
178,4,11,37,108,160.42981
181,2,7,52,110,13.690022
155,2,15,49,96,251.13214
162,2,10,33,85,152.29453
126,5,12,63,88,399.29572
152,4,12,37,87,466.5956
104,4,10,67,83,250.99068
107,4,5,51,104,20.36367
181,1,6,37,93,10.024545
127,1,15,63,90,144.65784
143,5,10,42,85,338.89716
103,5,6,66,85,64.67342
153,3,7,32,83,91.89242
185,3,14,36,81,581.45496
132,5,7,30,97,118.62979
145,1,10,53,103,29.770386
133,5,7,38,110,63.736885
158,3,13,40,109,201.32362
143,3,7,64,101,27.28194
101,2,15,34,82,891.2549
156,2,6,39,82,32.19534
122,4,8,69,102,57.313972
161,2,5,61,88,9.338482
157,5,13,50,84,590.2453
149,1,5,41,95,5.9663544
194,3,8,55,89,51.05012
152,5,15,48,88,848.4982
179,5,11,50,87,282.29767
136,1,12,47,83,118.19871
161,1,6,48,105,6.0361323
176,4,15,33,90,797.1125
148,2,11,40,97,123.17177
101,1,9,68,90,36.400696
166,3,15,43,102,334.1627
177,3,9,60,103,47.114285
181,3,9,64,94,56.825943
145,2,12,41,97,159.238
165,5,13,63,109,204.00279
101,5,11,38,107,353.86023
127,2,8,37,106,45.742188
177,3,8,55,103,36.098038
118,2,12,36,85,331.18637
173,5,12,33,88,555.1952
127,3,13,35,98,393.85953
117,3,11,68,89,177.98137
121,2,14,35,106,272.00888
121,2,5,47,101,10.666763
152,1,15,41,91,179.66444
179,5,14,63,93,378.1392
154,5,14,32,91,923.6326
178,3,14,48,87,365.7854
115,4,13,43,95,518.1947
158,4,6,36,100,37.974686
149,3,12,33,106,221.30293
155,1,6,50,85,11.345803
171,2,5,48,107,6.2157187
181,2,12,62,105,66.50826
155,3,10,60,101,78.2734
157,5,14,51,100,428.37518
174,3,8,51,85,70.462006
102,2,13,39,92,354.62698
193,3,6,32,81,49.357445
173,3,8,47,87,71.718216
158,2,12,66,86,130.26189
103,3,7,31,95,93.96923
179,5,12,48,80,491.00906
119,2,13,55,85,273.2962
164,2,14,62,98,143.36406
194,3,12,39,104,152.27852
190,4,6,61,106,15.64778
100,5,15,70,81,1134.046
170,3,5,50,96,12.4663315
137,3,8,33,102,80.037994
176,2,15,53,93,224.90877
166,4,8,66,106,39.23741
101,2,9,65,86,87.29059
184,3,9,44,82,122.48327
114,4,13,40,84,812.8817
158,1,15,54,105,85.42697
169,2,12,69,106,62.210026
143,5,14,38,85,1027.8217
118,2,10,51,84,140.17804
113,1,14,30,106,169.90526
170,4,15,46,88,633.31384
193,2,11,33,89,148.22
158,1,11,64,100,32.90645
101,3,6,65,98,26.21815
137,1,5,57,91,5.3104386
176,5,10,37,109,148.22318
189,2,13,33,87,267.46475
115,2,12,44,101,165.72923
175,1,9,61,84,28.804596
188,2,6,33,97,19.07378
161,1,11,67,81,58.044666
161,1,15,51,96,116.145935
126,4,11,43,105,212.21259
167,1,7,53,102,9.12938
124,3,12,43,110,182.61514
152,4,8,42,110,60.255825
181,2,10,53,88,76.48346
129,4,13,56,83,531.8854
164,2,11,57,97,78.00351
112,1,6,67,109,5.556758
150,1,15,54,93,129.50302
172,3,12,47,99,165.22398
161,4,13,49,108,221.07358
137,1,5,70,110,2.4482365
147,4,9,43,86,181.32027
200,3,12,53,90,167.71487
187,1,14,52,90,96.77242
175,3,12,64,81,217.73683
106,2,7,58,102,26.286316
132,4,7,42,91,82.10067
114,5,10,39,97,308.05292
160,3,7,60,107,21.874235
148,3,11,62,85,177.14508
115,1,5,66,82,7.467353
176,2,6,67,101,8.889395
116,2,8,60,106,30.882547
119,4,15,46,83,1078.2877
181,3,15,60,100,233.0801
161,4,5,31,80,48.916172
189,2,7,51,106,14.93876
188,4,6,40,86,45.158607
182,3,7,56,104,22.43861
147,3,13,43,83,455.90176
128,2,15,44,94,360.7427
144,1,11,62,98,39.59913
140,2,6,46,95,19.559921
168,4,12,53,105,167.64503
130,5,13,30,98,748.16473
186,4,5,50,85,21.886196
186,4,13,59,90,274.6234
184,3,10,36,86,178.01048
197,5,7,44,91,65.63886
150,5,5,63,99,17.040512
163,3,15,57,89,386.45822
140,1,11,32,97,81.38134
185,2,6,48,101,11.804476
166,2,10,62,99,50.06851
152,2,15,37,109,231.69623
179,3,11,35,101,154.65149
159,2,15,31,84,577.62646
160,2,11,38,103,100.168884
198,2,13,61,100,90.950485
151,4,6,42,109,26.299532
106,2,12,58,102,132.42786
162,1,13,64,99,54.59709
109,2,7,67,82,42.591335
174,4,14,60,83,459.67334
191,4,6,50,96,25.564465
107,3,14,51,98,400.6943
171,1,13,64,85,81.721664
151,1,11,46,103,43.840107
182,2,9,69,85,47.26289
138,3,6,70,86,26.365894
185,2,10,40,90,92.68528
177,4,13,43,96,326.26813
118,5,15,60,94,717.40924
188,5,12,45,110,191.82504
121,5,10,32,103,295.4357
199,1,6,38,106,5.9956946
167,2,8,51,86,47.25611
160,3,8,70,83,59.96239
177,4,5,51,93,17.215424
190,1,9,62,102,14.578798
133,4,9,57,102,90.61509
199,1,15,45,88,138.26115
162,3,11,39,105,136.48715
157,5,15,39,80,1345.7041
166,5,8,60,85,104.63184
186,2,9,35,84,94.46668
107,4,6,61,83,57.87698
180,1,6,48,97,6.8480167
183,5,15,52,83,775.3451
106,5,10,48,107,200.54488
129,2,9,43,91,87.199745
124,5,9,69,80,208.01604
184,5,12,57,95,240.20953
157,2,11,32,81,249.2547
200,2,12,43,87,152.56592
155,5,14,61,99,373.8755
101,1,8,41,83,54.059303
200,2,15,63,101,129.98975
121,2,7,40,106,29.750973
193,1,11,36,101,46.482998
126,5,15,33,95,1183.3916
114,2,13,36,103,244.95203
111,2,12,46,85,275.5346
132,5,13,52,94,481.70288
196,5,8,47,84,117.21634
146,5,8,67,109,50.521103
106,2,15,66,104,214.43416
135,1,14,32,91,210.72507
159,3,5,67,83,15.390939
149,2,15,56,110,151.94675
107,2,10,52,108,71.33647
143,1,15,70,88,123.68917
130,2,13,43,89,278.75214
120,5,14,63,105,391.9263
120,5,9,70,81,204.12827
131,4,14,55,81,716.6301
122,1,11,35,85,126.89175
179,5,7,70,105,29.558691
199,4,12,43,88,296.32904
185,2,8,33,107,34.22969
190,4,7,40,86,70.955345
100,2,8,56,108,36.289474
189,4,8,34,95,92.930534
189,3,6,45,90,26.12842
171,2,9,50,80,83.2648
200,4,7,34,82,91.48368
176,1,8,62,89,16.63932
126,5,13,68,104,284.9447
176,2,15,67,89,202.99544
176,5,5,60,91,19.635046
178,4,15,67,83,494.93106
176,2,13,35,103,163.19533
110,2,8,37,100,62.899265
178,3,5,63,84,14.104993
153,3,11,61,94,128.77586
120,3,8,47,94,81.97257
144,2,7,69,103,15.795773
183,4,13,63,109,147.14955
165,3,7,36,84,73.06865
179,4,9,43,91,125.68454
146,4,10,65,98,111.9581
196,4,15,36,89,678.4927
148,5,12,42,80,678.6921
142,1,10,60,104,26.085573
175,4,6,35,90,48.37491
176,2,6,49,83,21.901846
182,1,5,55,99,3.2174394
137,4,5,30,91,40.359337
160,3,9,68,80,98.14992
103,2,8,58,104,38.095592
110,2,10,69,104,58.56366
196,2,13,38,107,120.395164
145,1,12,31,100,96.10679
106,2,15,42,104,336.96796
161,1,14,40,108,84.56039
144,1,12,35,97,93.91566
184,5,11,69,97,143.58397
101,3,15,38,85,1073.9233
122,5,15,45,95,896.2737
130,3,5,30,84,40.55728
151,1,5,31,104,5.934872
181,5,6,68,98,23.307625
147,1,7,68,90,11.767395
162,4,14,57,80,580.3958
189,2,9,34,88,83.235535
128,2,11,58,107,73.17433
107,3,14,63,84,515.0901
109,4,9,34,101,190.9229
200,4,5,48,108,10.336357
105,3,11,56,104,150.92528
172,2,5,31,92,15.053116
193,2,6,46,93,15.123758
154,2,8,66,104,22.391092
139,1,13,70,97,61.85033
139,4,13,69,100,229.06892
157,4,11,62,93,169.99567
134,3,14,65,82,428.53433
147,3,10,32,90,218.7089
144,4,6,49,100,30.612246
133,5,5,37,80,62.01499
110,1,15,35,94,263.8575
187,1,14,40,88,134.57812
147,1,8,66,94,15.884192
123,1,6,69,91,8.443361
160,2,9,67,93,42.272102
180,3,10,50,83,145.74193
121,4,12,59,98,257.17462
148,5,15,53,101,522.0139
173,1,7,42,101,11.45446
128,1,8,53,110,14.175751
134,1,7,61,100,10.49058
150,2,12,52,83,193.72464
132,3,15,52,86,579.7789
105,4,9,38,80,356.84915
176,5,7,43,86,89.06922
148,2,12,48,99,125.344475
118,3,14,45,82,702.92554
191,1,12,40,105,48.84527
170,2,15,55,104,160.4472
132,5,14,55,106,396.67963
124,4,8,40,107,84.26301
155,3,10,50,94,116.51343
166,5,10,67,99,115.83014
166,2,13,67,100,98.76821
173,5,15,69,91,468.9909
184,2,5,52,89,9.265925
140,3,14,48,91,406.39835
173,3,11,57,83,177.04517
183,2,13,62,82,175.59645
175,5,10,30,85,387.69833
139,4,15,68,83,624.476
144,5,8,61,109,56.261093
146,4,13,52,80,565.2022
194,1,12,34,94,78.85324
177,2,14,45,90,236.28752
148,5,13,61,96,343.8229
147,4,13,61,95,285.767
136,1,6,49,90,11.115557
152,1,8,44,102,18.034876
125,4,14,57,97,421.9724
105,3,8,46,104,70.67797
110,2,9,57,80,113.54291
129,2,15,46,96,321.42712
123,3,9,47,106,79.40873
151,2,7,37,110,23.062553
132,4,10,57,109,102.62938
181,1,11,44,90,57.313812
141,4,10,51,86,218.63281
104,5,8,42,83,256.2495
109,5,6,60,105,35.663017
131,3,11,40,89,270.23276
181,4,6,58,85,33.50352
122,2,8,61,86,54.08227
189,1,13,40,80,141.89867
139,2,8,66,92,35.835854
108,3,5,51,81,32.027447
161,2,12,68,84,133.14998
113,1,8,55,103,18.847649
130,4,8,56,87,106.802345
162,4,12,45,101,230.06583
177,2,15,54,107,144.12039
121,1,5,48,90,7.3806715
186,1,9,43,85,37.104733
111,5,9,54,81,286.06567
197,5,6,38,91,47.861877
192,3,12,70,94,116.09731
116,3,11,43,105,172.88008
142,5,15,56,85,863.87445
115,3,10,41,103,145.56866
199,3,14,34,101,295.22238
180,2,10,50,108,44.101788
124,3,13,58,91,304.0307
125,3,7,30,102,64.64331
102,5,7,52,85,131.62666
132,3,15,35,82,993.69135
106,1,12,41,94,119.67693
191,4,14,54,100,266.04614
183,2,15,41,107,183.59358
141,4,8,66,90,75.47087
134,1,12,39,105,71.40793
119,2,9,34,96,101.82583
129,1,13,41,94,125.029625
161,3,6,68,96,16.725016
109,4,6,40,102,46.68386
116,2,10,35,109,95.09648
195,5,11,68,95,146.34358
150,4,13,50,99,301.90005
136,1,14,68,86,116.62212
163,5,13,61,104,245.5402
177,2,12,42,110,87.319885
107,4,7,42,82,138.42657
171,1,8,32,82,42.425045
199,4,6,48,83,39.548058
134,3,14,34,94,543.8487
104,1,7,37,102,20.998997
160,4,5,38,88,30.168825
139,2,5,64,81,13.219962
147,4,15,46,108,396.21173
187,4,14,48,102,288.0718
109,4,7,64,105,42.473663
123,1,14,67,95,97.089745
116,2,11,70,102,77.23097
120,3,8,45,97,77.915215
127,4,15,30,95,1033.1848
111,3,10,55,92,157.76553
158,5,15,44,106,509.51437
112,3,13,48,102,288.82285
180,2,6,38,92,20.277021
109,5,14,65,88,710.4054
158,1,9,69,94,20.126942
161,2,15,67,88,229.5594
107,4,8,68,110,52.86877
148,1,14,58,96,90.327644
192,5,5,53,102,14.4691305
161,3,6,69,97,15.978089
113,2,15,39,106,321.5016
172,3,5,42,90,17.801888
158,4,6,62,85,35.90444
105,1,5,46,109,4.996011
193,5,5,34,86,37.435913
131,2,5,38,89,17.809639
183,4,6,53,108,17.678911
127,1,9,31,105,39.98842
179,1,12,50,81,90.82505
112,3,9,44,89,157.37947
143,2,9,37,81,129.62976
171,1,14,41,101,94.9686
147,2,14,34,83,480.09103
187,4,10,35,83,267.2121
146,2,8,37,92,60.85859
117,1,11,55,97,56.657093
196,2,5,51,101,6.0686154
128,4,10,59,84,223.40874
194,4,13,48,109,182.18289
200,4,5,64,100,9.765625
196,4,7,61,99,29.566683
101,4,6,56,103,34.948833
194,5,14,34,91,690.0639
120,4,11,52,92,273.92392
102,1,14,66,103,93.25418
129,3,12,40,97,275.19473
163,3,11,58,80,206.23091
162,1,10,47,105,28.363462
146,3,10,36,80,278.69934
160,4,10,66,110,71.14723
155,5,15,67,97,445.10458
156,3,11,70,89,129.67213
162,2,12,49,97,119.25799
185,3,15,43,96,359.65088
105,2,10,66,103,66.027534
185,5,12,45,91,344.30658
125,2,7,56,102,23.086897
175,1,10,33,97,47.432148
137,2,12,32,82,357.43875
112,1,12,41,105,81.26695
116,1,8,43,104,22.813059
130,5,15,51,104,565.67926
104,4,14,33,98,849.49066
102,2,14,42,102,301.78952
148,2,15,44,81,487.61194
125,2,11,34,91,207.79494
192,3,15,54,108,193.80669
134,3,10,45,101,120.72017
142,2,8,46,81,73.74605
106,2,9,43,102,75.35684
187,5,12,62,81,350.56247
112,1,8,33,102,32.63454
102,1,13,70,88,112.881775
139,1,8,37,102,23.452705
200,2,8,61,107,17.128874
178,2,6,57,107,8.689157
113,3,5,38,88,32.037693
112,3,9,54,109,69.80676
177,4,6,45,98,28.813084
142,1,14,59,87,124.34433
127,1,6,65,95,7.6296725
131,1,11,50,102,47.87141
164,3,10,35,94,157.31343
195,4,10,54,83,166.08765
182,4,11,48,109,117.64838
196,2,9,63,97,32.3434
109,4,5,52,100,22.053633
154,4,13,47,89,430.5677
114,5,14,57,89,748.76306
189,1,15,56,94,95.97993
174,4,10,68,90,115.93494
176,2,6,32,87,29.120804
159,1,7,57,90,12.978803
111,1,8,63,89,25.964287
112,1,12,55,94,84.43441
185,4,10,59,96,103.55297
167,1,8,38,106,16.935278
113,5,5,62,84,37.628075
157,4,13,31,105,389.94275
169,3,15,51,107,239.73245
109,2,7,69,100,22.802818
183,5,14,61,94,369.93857
164,2,6,57,107,9.430913
170,4,11,50,103,143.30042
193,4,14,41,100,346.77112
199,3,5,39,80,23.593025
140,1,10,43,97,45.501766
120,2,15,41,86,539.2415
127,2,8,53,92,48.842392
151,1,15,56,93,124.0509
116,5,9,35,85,365.47253
122,3,11,63,87,197.23372
174,2,11,51,97,82.17003
173,3,9,32,99,101.78578
109,5,13,33,85,1243.2054
151,2,13,60,87,184.12558
176,4,8,57,105,44.087406
168,5,9,45,83,210.80528
143,3,7,49,85,59.78146
116,1,13,42,98,119.780075
144,5,10,62,100,140.00896
117,1,5,58,96,5.205021
102,2,7,55,108,24.267776
189,2,8,47,97,31.57658
182,4,5,39,102,16.594856
191,4,15,46,101,372.83652
111,1,6,67,81,13.662839
153,5,7,48,81,109.85413
100,4,6,37,109,45.07882
195,2,6,68,85,13.262441
162,2,11,42,104,86.952835
126,5,5,50,108,19.6883
193,1,6,33,99,8.738098
163,4,10,50,104,109.07931
104,2,7,41,99,41.451603
141,3,12,59,109,120.29688
180,4,13,39,88,459.2455
184,4,10,30,99,186.70474
102,4,12,40,104,376.5161
165,2,10,61,94,59.80984
176,1,6,46,107,5.444675
123,5,6,69,98,33.80114
102,1,6,37,95,16.688644
179,3,8,62,105,29.889498
144,3,11,55,109,97.32729
111,3,8,37,96,105.68001
115,2,9,52,90,83.61204
176,3,5,45,91,15.708038
157,4,12,46,90,328.2152
120,3,12,47,106,192.93379
128,5,5,30,80,79.472855
154,4,10,61,109,82.199646
188,3,7,67,110,15.344216
195,3,14,63,109,129.35724
178,3,5,60,91,11.648657
134,4,10,61,91,162.34584
194,2,5,35,95,10.735924
172,4,7,59,109,26.099617
157,1,11,51,87,63.108883
194,3,11,41,86,197.31422
199,3,15,61,99,214.905
185,4,5,70,101,9.36863
138,5,9,65,94,122.30988
191,5,9,56,94,102.57288
121,5,12,56,97,349.27313
184,3,7,33,102,39.922993
199,4,10,36,81,262.65723
121,4,5,31,97,36.51302
165,5,14,38,83,956.7364
184,2,7,67,95,16.225597
140,5,9,53,83,214.78271
197,3,5,42,107,9.249206
161,4,10,33,90,258.18597
162,1,10,37,100,41.708374
180,4,14,69,84,372.756
158,2,13,37,106,157.76973
158,3,8,47,88,75.880165
180,2,12,59,88,119.38265
145,2,5,35,95,14.363927
148,5,11,46,105,211.10602
140,5,14,31,80,1543.5989
133,3,7,42,108,36.558064
130,2,15,37,101,340.51373
159,2,11,59,89,100.630325
130,4,13,42,90,551.9629
126,2,6,36,108,18.900768
194,5,6,34,95,47.743282
180,3,8,58,86,57.827625
188,1,12,60,95,44.668755
186,2,10,34,82,143.39584
145,3,14,50,86,446.28473
122,5,15,54,86,1006.7806
135,3,12,57,89,238.90561
104,4,11,41,86,490.7559
115,1,5,69,98,4.1843195
138,1,10,42,96,48.752617
183,2,11,55,101,64.17564
199,3,7,59,82,39.73825
189,1,5,68,81,4.5753493
121,1,11,32,83,150.29634
105,5,14,41,80,1556.1484
112,2,12,35,99,227.1549
194,4,11,66,110,78.10059
153,3,10,32,88,224.78734
177,2,9,55,104,33.285995
156,5,12,48,89,409.1833
170,3,9,58,88,81.36992
111,1,11,38,105,68.1465
113,1,7,36,86,33.140408
159,1,12,31,97,96.03061
185,5,15,46,81,932.8228
194,1,8,56,101,11.435524
142,2,5,56,91,10.429883
157,1,6,42,92,10.516745
101,1,6,68,100,7.862551
125,2,9,32,83,159.36877
130,5,7,36,88,134.43436
102,2,14,35,82,697.01855
114,3,9,55,110,65.51537
170,3,9,65,102,46.62577
183,3,10,39,106,88.232376
126,3,6,44,89,41.449738
169,3,6,43,107,18.197365
139,3,8,48,94,69.29336
141,3,9,54,103,65.71496
154,4,13,59,88,354.82098
138,4,11,65,83,259.50833
183,5,10,38,80,351.0794
128,1,10,63,89,43.97638
182,4,6,35,89,48.099915
124,2,5,44,97,12.55135
161,5,9,49,93,143.60406
139,5,7,55,80,109.53595
156,1,9,35,94,40.18753
119,1,9,48,102,30.066217
136,1,7,39,100,16.167044
104,4,14,42,93,781.0029
160,2,15,64,92,211.63152
190,4,9,49,100,78.302895
117,1,11,64,103,40.66685
179,4,10,66,104,75.2494
126,2,14,67,81,305.8114
175,2,6,63,99,10.095774
157,3,5,38,97,17.217607
122,2,5,64,100,8.004611
177,5,14,66,94,353.5032
119,5,8,61,83,154.1945
123,3,9,58,90,105.13036
105,1,7,48,95,19.844162
130,1,10,63,96,34.50185
132,5,8,43,105,97.40241
164,1,14,63,107,54.198635
165,2,8,68,106,19.15709
169,2,13,61,104,94.729126
159,5,13,65,84,448.32373
153,4,6,47,82,54.478218
168,4,10,68,109,67.593094
177,2,13,46,109,104.18122
160,2,6,44,91,20.357615
121,2,15,65,91,284.7219
123,4,14,59,93,470.08688
191,3,5,58,80,16.528748
160,2,13,44,81,293.61102
